Trial,Word,Color,Correct_Key,Response,RT,Correct,Timestamp,ITI
36,red,red,left,left,0.5199005999602377,1,2025-02-25_10:20:53:955444,1.6949999999999998
37,green,green,down,down,0.5784845999442041,1,2025-02-25_10:20:55:665378,1.5590000000000002
38,green,red,left,left,0.6892187000485137,1,2025-02-25_10:20:57:245560,1.3860000000000001
39,green,green,down,down,0.5751137000042945,1,2025-02-25_10:20:58:643948,1.2
40,green,green,down,down,0.5752583000576124,1,2025-02-25_10:20:59:859116,1.718
41,green,green,down,down,0.5574330999515951,1,2025-02-25_10:21:01:649587,1.25
42,blue,green,down,down,0.6476723999949172,1,2025-02-25_10:21:02:914507,1.704
43,blue,red,left,left,0.6375411000335589,1,2025-02-25_10:21:04:637286,1.2429999999999999
44,red,green,down,down,0.6947035000193864,1,2025-02-25_10:21:05:895927,1.728
45,green,green,down,down,0.4674254999263212,1,2025-02-25_10:21:07:644470,1.416
46,blue,green,down,down,0.6385121999774128,1,2025-02-25_10:21:09:072986,1.5270000000000001
47,green,blue,right,right,0.7996462000301108,1,2025-02-25_10:21:10:611699,1.27
48,blue,blue,right,right,0.6411475000204518,1,2025-02-25_10:21:11:893182,1.133
49,red,blue,right,right,0.9089429000159726,1,2025-02-25_10:21:13:038017,1.194
50,red,green,down,down,0.6139381000539288,1,2025-02-25_10:21:14:245878,1.579
51,red,green,down,down,0.46435790008399636,1,2025-02-25_10:21:15:836739,1.076
52,green,red,left,left,0.7678455000277609,1,2025-02-25_10:21:16:924318,1.686
53,red,blue,right,right,0.7961814000736922,1,2025-02-25_10:21:18:624687,1.3900000000000001
54,green,red,left,left,0.6980424000648782,1,2025-02-25_10:21:20:031867,1.279
55,blue,red,left,left,0.5732692000456154,1,2025-02-25_10:21:21:319724,1.179
56,blue,green,down,down,0.7689551999792457,1,2025-02-25_10:21:22:510637,1.524
57,blue,green,down,down,0.6860553999431431,1,2025-02-25_10:21:24:043190,1.7429999999999999
58,red,blue,right,left,0.5018669000128284,0,2025-02-25_10:21:25:796213,1.097
59,green,green,down,down,0.5981505000963807,1,2025-02-25_10:21:26:901390,1.421
60,red,red,left,left,0.5163718999829143,1,2025-02-25_10:21:28:338556,1.115
61,green,green,down,down,0.4940247000195086,1,2025-02-25_10:21:29:463112,1.287
62,green,green,down,down,0.4281320000300184,1,2025-02-25_10:21:30:767795,1.5819999999999999
63,green,red,left,left,0.5586133999750018,1,2025-02-25_10:21:32:360939,1.069
64,green,green,down,down,0.5280744000338018,1,2025-02-25_10:21:33:441844,1.207
65,blue,red,left,left,0.5032671999651939,1,2025-02-25_10:21:34:659335,1.2690000000000001
66,red,red,left,left,0.4211003000382334,1,2025-02-25_10:21:35:940492,1.212
67,blue,red,left,left,0.4330169999739155,1,2025-02-25_10:21:37:166708,1.157
68,red,red,left,left,0.4359497999539599,1,2025-02-25_10:21:38:338964,1.51
69,red,red,left,left,0.4210355000104755,1,2025-02-25_10:21:39:864137,1.679
70,red,blue,right,down,0.6322038000216708,0,2025-02-25_10:21:41:555801,1.054
71,green,red,left,None,1.5,0,2025-02-25_10:21:42:631321,1.276
72,red,green,down,left,0.053815399995073676,0,2025-02-25_10:21:43:925306,1.5270000000000001
73,red,red,left,left,0.5467239000136033,1,2025-02-25_10:21:45:463191,1.538
74,green,blue,right,None,1.5,0,2025-02-25_10:21:47:015612,1.286
75,green,blue,right,right,0.5319401000160724,1,2025-02-25_10:21:48:333505,1.233
76,blue,green,down,down,0.687083899974823,1,2025-02-25_10:21:49:583094,1.585
77,green,red,left,left,0.7625757999485359,1,2025-02-25_10:21:51:178956,1.232
78,blue,blue,right,right,0.6831354999449104,1,2025-02-25_10:21:52:425808,1.48
79,blue,red,left,left,0.8078672999981791,1,2025-02-25_10:21:53:919851,1.471
80,blue,red,left,right,0.8596342999953777,0,2025-02-25_10:21:55:403092,1.621
81,green,red,left,left,0.8111806000815704,1,2025-02-25_10:21:57:036031,1.294
82,red,blue,right,right,0.6100667000282556,1,2025-02-25_10:21:58:340517,1.161
83,blue,green,down,down,0.4694775000680238,1,2025-02-25_10:21:59:515426,1.7
84,green,blue,right,right,0.8378595999674872,1,2025-02-25_10:22:01:230637,1.282
85,red,red,left,left,0.5209126999834552,1,2025-02-25_10:22:02:527982,1.484
86,red,blue,right,right,0.8425824000732973,1,2025-02-25_10:22:04:024788,1.305
87,green,green,down,down,0.6512693000258878,1,2025-02-25_10:22:05:347080,1.322
88,red,blue,right,right,0.8055200999369845,1,2025-02-25_10:22:06:677789,1.282
89,green,green,down,down,0.5921886999858543,1,2025-02-25_10:22:07:976473,1.213
90,green,red,left,left,0.9354116000467911,1,2025-02-25_10:22:09:203887,1.133
91,blue,red,left,left,0.5570327000459656,1,2025-02-25_10:22:10:355019,1.32
92,red,blue,right,right,0.9593311999924481,1,2025-02-25_10:22:11:688665,1.184
93,red,red,left,left,0.6115886999759823,1,2025-02-25_10:22:12:881823,1.188
94,blue,red,left,left,0.6652200999669731,1,2025-02-25_10:22:14:085934,1.737
95,blue,red,left,left,0.42661939992103726,1,2025-02-25_10:22:15:838453,1.194
96,red,red,left,left,0.45937010005582124,1,2025-02-25_10:22:17:038944,1.152
97,red,red,left,left,0.455088600050658,1,2025-02-25_10:22:18:205398,1.483
98,green,blue,right,right,0.6452777999220416,1,2025-02-25_10:22:19:706127,1.191
99,blue,blue,right,left,0.5493550000246614,0,2025-02-25_10:22:20:911943,1.22
100,green,green,down,down,0.9128354999702424,1,2025-02-25_10:22:22:145917,1.075
101,red,red,left,left,0.5271363999927416,1,2025-02-25_10:22:23:236871,1.5510000000000002
102,red,green,down,down,0.729561899905093,1,2025-02-25_10:22:24:798534,1.588
103,green,green,down,down,0.5925491000525653,1,2025-02-25_10:22:26:398467,1.08
104,blue,blue,right,right,0.6002458999864757,1,2025-02-25_10:22:27:487796,1.704
105,green,red,left,left,0.5070740999653935,1,2025-02-25_10:22:29:205030,1.58
106,blue,red,left,left,0.4030100000090897,1,2025-02-25_10:22:30:798667,1.29
107,red,red,left,left,0.48253100004512817,1,2025-02-25_10:22:32:103729,1.545
108,blue,blue,right,right,0.5916316999355331,1,2025-02-25_10:22:33:664184,1.49
109,blue,blue,right,right,0.42408859997522086,1,2025-02-25_10:22:35:165246,1.142
110,blue,green,down,down,0.6426732999971136,1,2025-02-25_10:22:36:319672,1.337
111,red,green,down,down,0.5914290000218898,1,2025-02-25_10:22:37:669477,1.7069999999999999
112,red,blue,right,right,0.7678233000915498,1,2025-02-25_10:22:39:391380,1.435
113,red,blue,right,right,0.5567797999829054,1,2025-02-25_10:22:40:843270,1.401
114,green,red,left,left,0.6026845000451431,1,2025-02-25_10:22:42:260182,1.631
115,green,red,left,None,1.5,0,2025-02-25_10:22:43:907077,1.708
116,blue,red,left,left,0.5931467999471352,1,2025-02-25_10:22:45:636689,1.366
117,red,green,down,down,0.5252158000366762,1,2025-02-25_10:22:47:015022,1.207
118,red,green,down,down,0.6850852000061423,1,2025-02-25_10:22:48:235617,1.2469999999999999
119,blue,blue,right,right,0.6592842000536621,1,2025-02-25_10:22:49:496652,1.087
120,blue,green,down,down,0.8959346999181435,1,2025-02-25_10:22:50:596438,1.528
121,blue,red,left,left,0.6051539999898523,1,2025-02-25_10:22:52:133882,1.133
122,red,green,down,down,0.7147907000035048,1,2025-02-25_10:22:53:277644,1.732
123,red,red,left,left,0.5497010999824852,1,2025-02-25_10:22:55:022173,1.607
124,red,red,left,left,0.45720850001089275,1,2025-02-25_10:22:56:643299,1.225
125,red,blue,right,right,0.9984125000191852,1,2025-02-25_10:22:57:878043,1.418
126,red,red,left,left,0.6891193999908864,1,2025-02-25_10:22:59:315580,1.284
127,red,blue,right,None,1.5,0,2025-02-25_10:23:00:614612,1.069
128,green,green,down,down,0.5759347999701276,1,2025-02-25_10:23:01:703600,1.129
129,red,blue,right,None,1.5,0,2025-02-25_10:23:02:844577,1.078
130,blue,blue,right,right,0.07584150007460266,1,2025-02-25_10:23:03:948199,1.633
131,blue,red,left,None,1.5,0,2025-02-25_10:23:05:596122,1.134
132,blue,blue,right,right,0.8789074000669643,1,2025-02-25_10:23:06:752911,1.6989999999999998
133,blue,red,left,left,0.5308098000241444,1,2025-02-25_10:23:08:463854,1.564
134,blue,green,down,down,0.553463299991563,1,2025-02-25_10:23:10:046649,1.53
135,red,red,left,left,0.6225219999905676,1,2025-02-25_10:23:11:586862,1.168
136,green,red,left,left,0.9093212999869138,1,2025-02-25_10:23:12:769282,1.369
137,red,red,left,left,0.4976106999674812,1,2025-02-25_10:23:14:151332,1.255
138,blue,red,left,left,0.5962845999747515,1,2025-02-25_10:23:15:417358,1.718
139,blue,green,down,right,0.5891272999579087,0,2025-02-25_10:23:17:149560,1.449
140,red,red,left,left,0.6790906999958679,1,2025-02-25_10:23:18:614645,1.076
141,red,blue,right,None,1.5,0,2025-02-25_10:23:19:707700,1.619
142,red,red,left,left,0.4989431001013145,1,2025-02-25_10:23:21:344111,1.3679999999999999
143,red,green,down,down,0.6161823999136686,1,2025-02-25_10:23:22:732202,1.45
144,red,red,left,left,0.619340299977921,1,2025-02-25_10:23:24:194518,1.377
145,red,green,down,down,0.619359300006181,1,2025-02-25_10:23:25:584182,1.076
146,blue,red,left,down,0.7159268000395969,0,2025-02-25_10:23:26:676647,1.44
147,red,green,down,down,0.6684398999204859,1,2025-02-25_10:23:28:124234,1.2349999999999999
148,blue,green,down,down,0.6190569999162108,1,2025-02-25_10:23:29:370868,1.744
149,green,red,left,left,0.6111052999040112,1,2025-02-25_10:23:31:128389,1.633
150,red,green,down,down,0.5692351000616327,1,2025-02-25_10:23:32:776335,1.657
151,green,blue,right,right,0.6275013000704348,1,2025-02-25_10:23:34:447519,1.17
152,blue,blue,right,left,0.582096999976784,0,2025-02-25_10:23:35:629064,1.052
153,red,green,down,down,0.9184296999592334,1,2025-02-25_10:23:36:697993,1.688
154,red,green,down,down,0.4676493000006303,1,2025-02-25_10:23:38:397388,1.556
155,blue,blue,right,right,0.8854212999576703,1,2025-02-25_10:23:39:971318,1.625
156,blue,green,down,down,0.6522211999399588,1,2025-02-25_10:23:41:608251,1.238
157,blue,red,left,left,0.6414276999421418,1,2025-02-25_10:23:42:868917,1.131
158,red,red,left,left,0.6405174999963492,1,2025-02-25_10:23:44:020190,1.236
159,green,green,down,down,0.5016356999985874,1,2025-02-25_10:23:45:263028,1.635
160,red,blue,right,down,0.8779904999537393,0,2025-02-25_10:23:46:911984,1.512
161,blue,green,down,down,0.5819841999327764,1,2025-02-25_10:23:48:435573,1.288
162,blue,green,down,down,0.5644244999857619,1,2025-02-25_10:23:49:736017,1.059
163,blue,green,down,down,0.44442429998889565,1,2025-02-25_10:23:50:805012,1.312
164,blue,red,left,left,0.5969967000419274,1,2025-02-25_10:23:52:127813,1.104
165,blue,blue,right,right,0.7307438999414444,1,2025-02-25_10:23:53:247303,1.702
166,green,blue,right,right,0.6318647000007331,1,2025-02-25_10:23:54:957821,1.522
167,green,red,left,left,0.8210470000049099,1,2025-02-25_10:23:56:491463,1.7349999999999999
168,green,green,down,down,0.5804557000519708,1,2025-02-25_10:23:58:243150,1.5979999999999999
169,blue,green,down,down,0.5587779999477789,1,2025-02-25_10:23:59:856443,1.2469999999999999
170,red,green,down,down,0.582213900052011,1,2025-02-25_10:24:01:115708,1.453
171,blue,green,down,down,0.48445929994340986,1,2025-02-25_10:24:02:582963,1.494
172,green,green,down,down,0.36042219994124025,1,2025-02-25_10:24:04:093201,1.432
173,green,blue,right,right,0.6138877000194043,1,2025-02-25_10:24:05:534246,1.518
174,green,blue,right,right,0.48409969999920577,1,2025-02-25_10:24:07:069019,1.6560000000000001
175,blue,blue,right,right,0.44825649994891137,1,2025-02-25_10:24:08:734580,1.264
176,red,red,left,left,0.6005785999586806,1,2025-02-25_10:24:10:009783,1.227
177,green,red,left,right,0.9245401999214664,0,2025-02-25_10:24:11:248089,1.528
178,green,blue,right,down,0.9103345000185072,0,2025-02-25_10:24:12:795254,1.194
179,green,red,left,None,1.5,0,2025-02-25_10:24:14:003191,1.7069999999999999
180,green,green,down,down,0.7919955999823287,1,2025-02-25_10:24:15:727323,1.193
181,green,red,left,left,0.7390631000744179,1,2025-02-25_10:24:16:928235,1.318
182,red,blue,right,right,0.7408505000639707,1,2025-02-25_10:24:18:259331,1.324
183,green,red,left,down,0.7173188000451773,0,2025-02-25_10:24:19:594068,1.659
184,blue,blue,right,right,0.6387742999941111,1,2025-02-25_10:24:21:262012,1.159
185,red,blue,right,right,0.9055581000866368,1,2025-02-25_10:24:22:434433,1.512
186,red,green,down,down,0.6354454000247642,1,2025-02-25_10:24:23:962207,1.528
187,blue,blue,right,right,0.5181406999472529,1,2025-02-25_10:24:25:504929,1.078
188,blue,red,left,right,0.8393976000370458,0,2025-02-25_10:24:26:598085,1.396
189,green,green,down,down,0.5408596000634134,1,2025-02-25_10:24:28:011475,1.609
190,green,red,left,left,0.6820476999273524,1,2025-02-25_10:24:29:631406,1.484
191,blue,red,left,left,0.727527100010775,1,2025-02-25_10:24:31:134666,1.54
192,green,red,left,left,0.6566574999596924,1,2025-02-25_10:24:32:684936,1.6019999999999999
193,red,red,left,left,0.6332329000579193,1,2025-02-25_10:24:34:301572,1.177
194,red,green,down,down,0.571444800007157,1,2025-02-25_10:24:35:493074,1.411
195,blue,blue,right,right,0.699181400006637,1,2025-02-25_10:24:36:918891,1.491
196,blue,blue,right,left,0.7089131999528036,0,2025-02-25_10:24:38:422109,1.537
197,green,green,down,down,0.5619691000320017,1,2025-02-25_10:24:39:973179,1.2349999999999999
198,green,red,left,left,0.8455408000154421,1,2025-02-25_10:24:41:220331,1.432
199,green,green,down,down,0.4913855999475345,1,2025-02-25_10:24:42:666134,1.127
200,blue,green,down,down,0.49432830000296235,1,2025-02-25_10:24:43:808706,1.204
201,red,blue,right,right,0.7046467000618577,1,2025-02-25_10:24:45:022977,1.729
202,red,green,down,down,0.6558371999999508,1,2025-02-25_10:24:46:763820,1.689
203,green,green,down,down,0.3793707999866456,1,2025-02-25_10:24:48:473006,1.504
204,blue,blue,right,right,0.6477643999969587,1,2025-02-25_10:24:49:995188,1.086
205,blue,blue,right,right,0.46858220000285655,1,2025-02-25_10:24:51:095102,1.533
206,red,blue,right,right,0.7842812000308186,1,2025-02-25_10:24:52:636126,1.147
207,red,red,left,left,0.5116121000610292,1,2025-02-25_10:24:53:794427,1.665
208,blue,blue,right,right,0.6144659999990836,1,2025-02-25_10:24:55:482001,1.179
209,blue,red,left,left,0.7237940999912098,1,2025-02-25_10:24:56:670966,1.677
210,red,green,down,down,0.7467428999952972,1,2025-02-25_10:24:58:358507,1.486
211,blue,red,left,left,0.9540722999954596,1,2025-02-25_10:24:59:860722,1.705
212,red,red,left,left,0.4839552000630647,1,2025-02-25_10:25:01:584445,1.7189999999999999
213,blue,blue,right,right,0.48411830002442,1,2025-02-25_10:25:03:316228,1.23
214,green,blue,right,right,0.8134628999978304,1,2025-02-25_10:25:04:561112,1.512
215,red,green,down,down,0.6844040000578389,1,2025-02-25_10:25:06:089250,1.34
216,red,green,down,down,0.4814055000897497,1,2025-02-25_10:25:07:444792,1.177
217,blue,green,down,down,0.5884283999912441,1,2025-02-25_10:25:08:635837,1.491
218,red,green,down,down,0.5159004000015557,1,2025-02-25_10:25:10:141424,1.716
219,green,green,down,down,0.37456309993285686,1,2025-02-25_10:25:11:873254,1.336
220,green,blue,right,right,0.6581336000235751,1,2025-02-25_10:25:13:220680,1.293
221,red,blue,right,right,0.7417415999807417,1,2025-02-25_10:25:14:524773,1.123
222,blue,red,left,left,0.7399669999722391,1,2025-02-25_10:25:15:663566,1.556
223,red,green,down,down,0.5914480000501499,1,2025-02-25_10:25:17:229953,1.619
224,red,blue,right,right,0.7329304000595585,1,2025-02-25_10:25:18:860543,1.583
225,blue,green,down,down,0.6567925999406725,1,2025-02-25_10:25:20:459509,1.6059999999999999
226,red,green,down,down,0.4857064000098035,1,2025-02-25_10:25:22:084205,1.5659999999999998
227,blue,blue,right,right,0.7853300999850035,1,2025-02-25_10:25:23:663110,1.148
228,red,green,down,down,0.7323927000397816,1,2025-02-25_10:25:24:818563,1.11
229,green,green,down,down,0.4239072999916971,1,2025-02-25_10:25:25:942825,1.416
230,blue,red,left,left,0.6374816000461578,1,2025-02-25_10:25:27:374299,1.093
231,blue,green,down,down,0.5969236999517307,1,2025-02-25_10:25:28:477273,1.121
232,green,red,left,left,0.8314931000350043,1,2025-02-25_10:25:29:614283,1.708
233,blue,green,down,down,0.5952626999933273,1,2025-02-25_10:25:31:335296,1.274
234,green,red,left,left,0.6832726000575349,1,2025-02-25_10:25:32:619619,1.172
235,red,red,left,left,0.519651599926874,1,2025-02-25_10:25:33:804182,1.112
236,red,green,down,down,0.577781300060451,1,2025-02-25_10:25:34:924295,1.655
237,green,red,left,left,0.6635364999528974,1,2025-02-25_10:25:36:591578,1.642
238,green,green,down,down,0.4965215999400243,1,2025-02-25_10:25:38:245414,1.5110000000000001
239,red,green,down,down,0.6206829999573529,1,2025-02-25_10:25:39:773136,1.371
240,blue,green,down,down,0.6245603000279516,1,2025-02-25_10:25:41:156190,1.624
